Gene,AJ2,AJ3,AJ4,AN2,AN3,AN4
Spis666,1541,834,4032,1825,1039,1450
Spis667,1372,852,3097,1501,866,1152
Spis668,414,163,796,381,215,301
Spis669,7307,4473,15094,6674,5088,7968
Spis670,1289,959,3842,1404,1063,1477
Spis672,1009,482,2428,1397,687,843
Spis673,1708,887,4361,1943,1110,1629
Spis674,1618,920,4044,2168,1282,1638
Spis675,2930,1991,7262,2764,2253,3548
Spis676,1753,1016,5172,2798,1518,2086
Spis677,372,230,1240,473,323,586
Spis678,2277,1212,5408,1981,1143,2091
Spis679,990,587,2809,1185,754,990
Spis680,2277,1108,4814,2344,1323,1925
Spis681,777,441,2172,971,649,770
Spis682,224,122,418,234,197,179
Spis683,856,562,2515,987,631,829
Spis684,3361,2004,8623,3508,2001,3269
Spis685,1582,910,3664,1707,1045,1331
Spis686,1028,431,2046,1084,594,797
Spis687,1114,654,2959,1342,740,1086
Spis688,425,212,1005,436,273,402
Spis689,558,366,1478,638,409,599
Spis690,142,111,725,140,103,207
Spis691,82,41,263,125,48,87
Spis692,108,66,207,134,68,88
Spis693,574,277,1379,633,359,489
Spis694,2542,1337,5134,4007,2113,2118
Spis695,5881,2348,12145,7272,3893,4740
Spis696,997,546,2624,1206,685,945
Spis697,803,448,2021,805,424,773
Spis698,915,446,2372,936,632,1002
Spis699,1530,673,2841,1258,817,1240
Spis700,703,327,1724,658,425,593
Spis701,542,331,1643,653,414,532
Spis702,1099,439,2631,1194,643,858
Spis703,3569,1023,5027,2499,1505,1457
Spis704,179,64,307,145,112,137
Spis705,690,402,1815,779,491,746
Spis706,334,155,960,328,207,316
Spis707,6503,3596,12282,6122,4798,7132
Spis708,3884,2329,8396,4211,2807,3901
Spis709,350,194,916,350,234,365
Spis710,1028,472,2884,1125,717,942
Spis711,522,214,1011,371,267,367
Spis712,653,353,1543,747,431,548
Spis713,1226,741,3241,1312,739,1340
Spis714,624,414,1736,705,427,669
Spis715,5555,3878,11289,4611,4230,6539
Spis717,2784,1495,7004,2839,1624,2513
Spis718.t1,61,30,229,76,43,76
Spis719,1004,610,2739,1036,698,969
Spis720,824,202,1155,270,148,238
Spis721,650,324,1774,709,431,598
Spis722,3290,1593,7957,3775,2085,2841
Spis723,938,511,3974,1153,761,1536
Spis724,822,446,2659,988,619,1001
Spis725,1373,656,3658,1548,894,1230
Spis726,2432,1050,5185,1768,1028,1680
Spis727,1011,622,2300,867,658,870
Spis728,480,270,1142,602,409,431
Spis729,505,274,1001,470,233,400
Spis730,212,81,447,173,122,178
Spis731,920,423,2082,930,494,773
Spis732,1159,514,3946,1481,942,1594
Spis733,1045,499,3068,1431,949,1227
Spis734,620,375,1802,752,513,690
Spis735,2075,590,3664,1162,716,1110
Spis736,5692,3569,10821,5652,4425,5940
Spis737,2302,1257,5644,2301,1548,2429
Spis738,1547,845,3556,1526,1027,1647
Spis739,1862,895,5670,1938,1169,1787
Spis740,6724,5112,15893,8066,6016,8191
Spis741,850,570,2092,963,558,801
Spis742,1807,1095,3203,1369,1115,1944
Spis743,913,432,2507,1050,604,940
Spis744,2140,972,4985,2163,1296,1958
Spis745,31480,16662,44824,40416,21318,23068
Spis746,306,218,735,423,211,320
Spis747,900,445,2198,951,574,746
Spis748,1948,848,4382,2467,1398,1561
Spis749.t1,71,30,152,55,22,60
Spis750,801,369,1916,622,410,695
Spis751.t1,611,349,1709,646,398,462
Spis752,1159,621,2867,1192,876,846
Spis753,2864,1200,5013,2135,1099,1597
Spis754,1259,680,3455,1264,852,1314
Spis755,653,366,1903,653,468,700
Spis756,1042,604,2484,970,909,1098
Spis757,310,281,777,534,301,370
Spis758,787,468,2020,1113,513,757
Spis759,6714,3107,14203,7156,4458,6787
Spis760,706,381,1785,1137,608,861
Spis761,1453,729,3921,1336,873,1240
Spis762,334,227,752,296,195,317
Spis763,1083,588,2964,1330,790,1008
Spis764,1544,803,3473,1826,1167,1311
Spis765,1685,894,4334,1801,1104,1599
Spis766,5535,3308,19485,8784,4261,6863
Spis767,674,331,1575,785,485,607
Spis768,1658,636,2823,1531,749,1020
Spis769,2434,1481,5278,2505,1669,2346
Spis770,1318,603,3564,1323,729,1266
Spis771,1664,876,4444,1953,1094,1722
Spis772,1988,1077,4280,1701,1179,1651
Spis773,625,285,1577,722,445,637
Spis774,2936,1566,8418,3644,2120,3014
Spis775,929,472,2576,1074,640,818
Spis776,231,148,380,194,130,189
Spis778.t1,127,64,370,144,80,119
Spis779.t1,51,43,182,75,52,95
Spis780,540,306,1397,499,311,470
Spis781.t1,353,191,678,351,212,314
Spis782,741,484,2089,1044,543,785
Spis783,642,372,1812,744,436,698
Spis784,851,442,2050,895,542,784
Spis785,1984,700,4516,1379,750,1293
Spis786,2366,1025,4936,1981,1205,2023
Spis787,477,232,1028,529,305,359
Spis788,892,449,1864,919,567,696
Spis789,562,318,1423,539,355,577
Spis790,369,210,925,478,303,417
Spis791,1148,520,2848,1156,717,1066
Spis792,562,199,1403,365,267,475
Spis793,379,241,760,464,277,333
Spis794,1108,559,2666,1007,654,1008
Spis795,2321,1125,5862,2558,1546,2027
Spis796,1173,644,3563,1479,892,1351
Spis797,1781,941,4757,2012,1260,1759
Spis798,381,189,966,434,257,336
Spis799,655,355,1804,816,478,663
Spis800,945,487,2788,996,622,982
Spis801,2317,773,4162,1876,913,1184
Spis802,991,528,2403,1248,697,914
Spis803,1292,654,2934,1368,885,1067
Spis804,3996,1222,5653,3662,2279,1999
Spis805,1282,707,3587,1448,1012,1160
Spis806,1497,708,3400,1827,1047,1274
Spis807.t1,712,287,1803,734,400,518
Spis808,1045,557,2841,1337,771,1008
Spis809,3032,1594,5912,2503,1767,2554
Spis810.t1,175,95,541,213,128,204
Spis811,397,200,1101,464,276,404
Spis812,1139,619,2603,1420,847,936
Spis813,501,358,2073,674,446,680
Spis814,1006,563,2141,1212,702,774
Spis815.t1,1067,629,2509,1686,890,833
Spis816,43,29,92,70,21,41
Spis817,2178,1284,5232,2310,1502,1987
Spis818,2418,1234,5760,2771,1576,2071
Spis819.t1,642,290,1415,930,462,679
Spis820,1291,611,3113,1673,905,1096
Spis821,499,277,1143,593,363,483
Spis822,1347,687,3100,1521,876,1078
Spis823,5,7,21,16,6,6
Spis824,552,289,2300,863,513,773
Spis825,1118,563,2502,1305,755,965
Spis826,549,279,1383,496,333,544
Spis827,213,125,611,226,143,249
Spis828,101,79,317,159,136,113
Spis829,749,383,2213,763,576,788
Spis830,1548,571,2160,1725,998,844
Spis831.t1,60,26,127,49,51,53
Spis832,2322,1124,5883,3025,1665,2116
Spis833,1495,798,3201,1713,1128,1179
Spis834,162,90,306,155,111,148
Spis835,1803,763,4317,1740,1180,1716
Spis836,843,522,1816,833,542,636
Spis837,2355,1609,4562,1915,1718,2787
Spis838,1035,511,2528,1440,870,1015
Spis839,1718,880,4065,1759,1045,1735
Spis840,1204,681,2441,1517,816,1040
Spis841.t1,1854,608,6201,1945,1315,2049
Spis842,1193,682,3089,1318,827,1128
Spis843,237,121,296,163,117,92
Spis844,642,370,1451,675,449,530
Spis845,1177,632,3191,1154,719,1038
Spis846,493,260,1374,516,384,537
Spis847,4612,2265,8227,5521,3121,2939
Spis848,1993,975,5296,2606,1416,2033
Spis849,4633,3095,9156,4138,3528,5581
Spis850,851,411,2262,929,529,931
Spis851,2651,1178,6185,2169,1483,2530
Spis852,676,427,2112,851,487,769
Spis853,1834,947,4515,2444,1425,1624
Spis854,723,344,1947,634,452,725
Spis855.t1,31,22,58,21,18,23
Spis856,1035,594,2312,1177,659,949
Spis857,2567,1527,3381,3167,1819,1258
Spis858,2456,1498,4718,2220,1789,2835
Spis859,827,359,1623,693,420,542
Spis860,618,309,1576,587,370,540
Spis861,3640,2451,6930,3469,2721,4366
Spis862,1528,679,3412,1533,988,1188
Spis863,1269,703,3422,1419,887,1098
Spis864,892,386,2445,981,601,862
Spis865,1036,603,2068,1423,932,837
Spis866,1338,723,3412,1375,841,1188
Spis867,471,266,1220,530,271,355
Spis868,725,386,1776,829,474,600
Spis869,274,385,4414,443,589,1420
Spis870,1648,883,4116,1845,1118,1366
Spis871,6128,1706,14461,6289,3068,5003
Spis872,485,326,1134,614,336,400
Spis873,933,508,2106,1224,655,789
Spis874,780,418,1754,1071,659,688
Spis875,699,406,1652,713,461,596
Spis876,1083,620,3026,1401,784,1027
Spis877,659,404,1822,861,518,672
Spis878,1150,695,3382,1245,705,998
Spis879,1165,635,3134,1573,763,1010
Spis880,2291,1027,5747,3278,1577,1975
Spis881,1152,555,3330,1315,779,1126
Spis882,769,441,2045,878,437,821
Spis883,958,538,2556,1157,664,893
Spis884,504,256,1527,710,469,563
Spis885,926,492,2412,1146,661,882
Spis886,1369,677,3430,1498,872,1091
Spis887,274,164,702,297,192,273
Spis888,253,111,487,235,170,189
Spis889,159,88,336,196,126,121
Spis890,2415,1291,6263,2912,1625,2259
Spis891,449,241,1103,482,294,344
Spis892,779,428,2093,898,534,652
Spis893,1070,547,2966,1486,770,1117
Spis894,924,456,1866,1106,622,680
Spis895,1954,974,5200,2454,1357,1728
Spis896.t1,49,33,137,61,33,52
Spis897,682,415,1893,653,471,672
Spis898,2497,1097,6717,2784,1706,2498
Spis899,606,292,1290,700,379,587
Spis900,102,82,219,152,85,94
Spis901,1299,822,2444,995,726,882
Spis902,990,562,1524,698,552,571
Spis903,3939,2556,5646,3435,2278,2251
Spis904,539,339,1361,551,367,460
Spis905,1758,929,4557,1730,877,1414
Spis906,774,368,1437,573,402,576
Spis907,2536,1387,6711,2823,1780,2771
Spis908.t2,212,144,474,263,170,206
Spis909.t1,341,107,459,191,109,138
Spis910,3212,1665,5134,2288,2057,3294
Spis911,911,468,2467,1016,627,959
Spis912,922,536,2307,930,639,896
Spis913.t1,425,169,1044,436,288,296
Spis914,1167,546,2950,973,619,1004
Spis915,1879,1027,3279,1459,1265,2104
Spis916,766,405,2203,851,520,819
Spis917,1890,951,4039,1664,999,1448
Spis918,881,606,3330,1025,757,1115
Spis919.t1,104,37,262,79,58,98
Spis920,827,451,2066,747,518,741
Spis921,1892,987,4535,2299,1402,1585
Spis922,814,464,1806,915,555,650
Spis923,825,611,1623,937,722,591
Spis924,14741,9249,28715,14496,11236,18162
Spis925,2796,1558,7732,2835,1404,2457
Spis926,837,394,2336,1037,639,821
Spis927,987,439,2367,1069,642,815
Spis928,1266,637,3061,1687,934,1175
Spis929,479,294,977,607,343,459
Spis930,494,273,1395,565,322,609
Spis931,1125,639,3128,1251,714,1097
Spis932,1074,651,2954,1373,856,1176
Spis933,1197,583,2864,1244,769,972
Spis934,1202,672,2826,1097,741,1095
Spis935,1621,824,3375,1753,967,1204
Spis936,2215,1239,4240,1895,1626,2348
Spis937,578,356,1266,704,449,563
Spis938,1140,469,3344,1139,669,998
Spis939,1386,765,2662,1604,923,1117
Spis940,601,394,1204,649,425,458
Spis941,1030,510,2322,1252,751,852
Spis942,692,392,1921,848,472,629
Spis943,3892,2603,8087,3405,2830,4880
Spis944,5610,3674,11300,4644,3935,7297
Spis945,877,517,1979,908,593,696
Spis946,330,241,742,431,246,270
Spis947,7277,5610,15237,5138,4550,8347
Spis948,757,481,1951,1043,677,697
Spis949,3246,1965,5880,2338,2087,3429
Spis950,2363,1459,5369,2477,1815,2538
Spis951,165,87,412,212,141,170
Spis952.t1,538,295,1109,684,501,486
Spis953,1314,470,2413,1043,728,989
Spis954,1101,671,2733,1332,809,952
Spis955,473,261,1008,435,286,504
Spis956.t2,48,24,159,37,44,58
Spis957.t1,31,32,69,21,22,39
Spis958,1807,1054,4196,1454,1024,1641
Spis959,1216,712,3480,1284,839,1213
Spis960,1005,648,3189,1086,646,1070
Spis961,1256,696,3270,1219,732,1068
Spis962,290,193,837,353,198,316
Spis963,2279,1110,4999,2459,1365,1691
Spis964.t1,121,45,167,88,60,53
Spis965,1402,598,3504,1305,867,1208
Spis966,282,144,663,272,186,303
Spis967,3234,1593,9183,4277,2301,3141
Spis968,760,352,2277,684,487,658
Spis969,1190,630,3071,1450,770,1024
Spis970,1312,844,3204,1331,891,1176
Spis971,403,227,1048,434,272,366
Spis972.t1,280,160,457,281,175,157
Spis973.t1,96,54,311,127,71,116
Spis974,1207,771,3337,1324,945,1234
Spis975,2013,1061,5560,3411,2071,2885
Spis976.t1,229,138,562,295,118,198
Spis977,1055,468,2131,1015,529,865
Spis978,1087,477,2751,966,583,1035
Spis979,564,247,1377,508,377,507
Spis980,1203,582,2511,1202,738,875
Spis981,522,235,1263,485,305,497
Spis982,1028,529,2401,1203,750,882
Spis983,3882,2344,6995,3414,2570,4326
Spis984,2955,2036,6712,1527,1184,1872
Spis985.t1,53,27,108,45,35,52
Spis986.t1,151,92,317,144,93,122
Spis987,553,347,1300,643,354,552
Spis988,834,569,1788,682,563,823
Spis989,245,145,675,265,216,224
Spis990,950,413,1509,658,403,725
Spis991,2610,1425,7761,3185,1703,2462
Spis992,676,381,1887,698,560,685
Spis993,965,514,3151,940,650,1112
Spis994,827,425,2279,883,530,757
Spis995,1013,604,2854,924,620,842
Spis996,569,299,1421,508,304,424
Spis997,1166,589,2166,1032,613,964
Spis998.t1,100,79,162,96,52,91
Spis999,367,202,997,373,250,359
Spis1000.t1,61,52,175,12,20,18
Spis1001,1281,599,2846,1615,968,1086
Spis1002.t1,140,82,265,110,69,97
Spis1003,298,169,581,290,177,324
Spis1004,609,370,1430,696,428,535
Spis1005,662,461,1583,603,389,607
Spis1006,1036,555,2493,1248,742,942
Spis1007,264,165,571,285,200,242
Spis1008,246,171,1018,275,178,241
Spis1009,1560,680,3564,1688,1013,1278
Spis1010,1186,642,2640,1363,829,1054
Spis1011,2307,1235,5177,2109,1480,2472
Spis1012.t1,153,112,407,155,74,215
Spis1013,1704,1042,2686,2446,1598,1101
Spis1014,600,336,1392,625,359,539
Spis1015,707,272,1515,796,434,595
Spis1016,178,121,483,244,150,182
Spis1017,1132,701,2896,1288,744,999
Spis1018,651,312,1770,757,513,715
Spis1019,1263,695,2997,1471,766,953
Spis1020,422,262,878,405,292,356
Spis1021,968,491,2582,1033,673,852
Spis1022,1404,1100,3769,1857,1213,1443
Spis1023,511,309,1104,586,341,486
Spis1024,4953,2114,7503,4488,2531,3126
Spis1025,1452,730,4143,1458,917,1468
Spis1026,943,459,1701,1077,569,651
Spis1027,613,314,1813,695,446,633
Spis1028,1003,482,2229,1201,616,832
Spis1029,464,173,894,375,253,326
Spis1030,284,67,395,192,111,96
Spis1031,73,50,234,101,66,71
Spis1032,719,342,2035,743,480,662
Spis1033,1617,890,4380,1915,1205,1480
Spis1034,1977,1061,4644,2321,1341,1717
Spis1035,823,430,2366,917,518,757
Spis1036,1052,622,3460,1321,737,1146
Spis1037,7845,4453,13485,5387,4188,7075
Spis1038,1043,437,2169,999,659,750
Spis1039,513,319,1141,594,358,461
Spis1040.t2,42,19,84,29,39,52
Spis1041,914,584,2518,1103,599,861
Spis1042,441,292,1119,434,288,406
Spis1043,288,167,451,264,179,195
Spis1044,748,394,2097,824,524,789
Spis1045,267,187,600,350,204,212
Spis1046,290,235,713,335,252,278
Spis1047,1099,603,3507,956,652,821
Spis1048,302,179,758,353,207,300
Spis1049,716,388,1456,743,426,545
Spis1050,670,399,1541,782,489,643
Spis1051,1181,576,3153,1243,741,1003
Spis1052,44,59,182,66,55,62
Spis1053.t2,172,105,490,166,134,171
Spis1054,1076,644,2789,1205,699,947
Spis1055,2461,1134,6741,2923,1807,2592
Spis1056,188,72,364,267,172,211
Spis1057,1993,724,4229,2183,1125,1497
Spis1058,718,358,2190,796,505,710
Spis1059,576,303,1409,676,367,548
Spis1060,1891,964,6367,2360,1373,2034
Spis1062,317,228,722,388,189,263
Spis1063,130,120,341,159,168,142
Spis1064,454,288,1311,484,322,483
Spis1065,1969,1042,4122,2138,1338,1574
Spis1066,409,216,1888,428,294,705
Spis1067,2686,1563,6213,2419,1453,2390
Spis1068,1259,808,3422,1868,1042,1403
Spis1069,700,349,1709,667,457,647
Spis1070.t1,524,231,1189,607,325,391
Spis1071,1661,916,4822,1867,1090,1639
Spis1072,2550,1239,6428,2571,1632,2223
Spis1073,827,463,2489,1112,668,885
Spis1074.t1,195,74,551,174,138,170
Spis1075.t1,44,25,78,27,32,31
Spis1076,1133,626,3027,1213,801,1032
Spis1077,946,456,2046,905,582,882
Spis1078,629,441,1776,773,469,627
Spis1079,1682,778,3862,1142,684,940
Spis1080,1305,523,3708,1402,778,1126
Spis1081.t1,654,348,2167,752,414,560
Spis1082,1185,536,2591,1496,931,1058
Spis1083,400,282,1215,440,290,465
Spis1084,1167,582,2875,1328,921,1304
Spis1085,1484,958,3645,2025,1223,1448
Spis1086.t1,160,131,573,151,123,195
Spis1087,625,482,1179,723,563,510
Spis1088,872,477,2118,1003,643,887
Spis1089,181,80,448,188,87,180
Spis1090,866,416,1942,867,440,731
Spis1091,1704,868,4699,1785,1198,1711
Spis1092,2619,1560,4474,2011,1675,2871
Spis1093,611,338,1486,581,413,529
Spis1094,1437,911,4381,1563,1032,1534
Spis1095,396,208,1020,467,355,420
Spis1096.t1,454,236,1198,582,352,418
Spis1097,1171,855,4252,1362,865,1554
Spis1098,692,310,2060,759,490,810
Spis1099,1413,861,3810,1843,981,1300
Spis1100,511,223,1259,547,330,460
Spis1101,1940,993,4963,2113,1290,1831
Spis1102,1030,528,2554,996,610,921
Spis1103,1191,432,2147,1103,749,775
Spis1104,488,231,1275,591,300,507
Spis1105,801,492,1978,1103,723,838
Spis1106,951,601,2686,908,554,761
Spis1107,581,300,1988,625,416,579
Spis1108,791,494,2113,938,600,764
Spis1109,1856,1491,4457,2253,1914,2507
Spis1110,2240,1126,4271,1946,1039,1196
Spis1111,597,340,1735,571,351,657
Spis1112,725,483,2297,828,536,761
Spis1113,1095,576,2193,1234,771,858
Spis1114.t1,58,46,155,55,57,40
Spis1115,914,435,2403,933,632,838
Spis1116,1092,660,2674,1430,958,974
Spis1117,1698,694,3862,1611,903,1314
Spis1118,119,67,319,114,102,134
Spis1119,1354,693,3102,1395,875,1191
Spis1120,1969,915,3724,1969,1184,1514
Spis1121,1054,598,2891,1302,730,892
Spis1122,1166,568,2739,1176,691,958
Spis1123,69,51,196,158,72,97
Spis1124,471,277,1547,658,351,570
Spis1125,838,488,1975,845,536,712
Spis1126,2736,1113,5881,3145,1661,2425
Spis1127,761,386,1811,847,569,747
Spis1128,724,330,1684,821,552,643
Spis1129,225,120,442,278,161,203
Spis1130,934,399,2196,1154,664,690
Spis1131,712,343,1864,758,447,658
Spis1132,1663,833,3938,1912,1111,1250
Spis1133,2283,891,5108,2311,1303,1960
Spis1134,2778,1371,7555,3261,1892,2558
Spis1135.t2,254,153,575,366,182,197
Spis1136,466,248,1068,531,321,419
Spis1137,2381,1206,5351,2593,1457,1779
Spis1138,1586,863,3736,1907,1172,1294
Spis1139,632,375,1408,662,357,498
Spis1140,337,135,850,558,276,271
Spis1141,298,134,659,409,237,244
Spis1142,2690,1406,7423,3067,1749,2549
Spis1143,1446,722,3342,1600,1026,1221
Spis1144,794,423,2097,919,525,716
Spis1145,593,368,1778,866,462,714
Spis1146.t1,218,110,559,196,118,180
Spis1147,1363,767,3629,1765,1051,1235
Spis1148.t1,137,77,357,109,85,125
Spis1149,382,231,1030,376,240,342
Spis1150,1479,890,4471,2021,1097,1554
Spis1151,276,175,554,295,190,202
Spis1152,898,488,2244,886,544,744
Spis1153,802,418,2013,915,562,726
Spis1154,11500,6359,21876,12356,9051,10598
Spis1155,1204,545,3147,1202,723,1196
Spis1156,924,450,2479,990,544,764
Spis1157,2798,1439,7294,2979,1796,2729
Spis1158,4599,1983,12644,5856,3243,4244
Spis1159,405,205,862,443,258,357
Spis1160,259,159,661,285,194,288
Spis1161,284,189,629,279,187,197
Spis1162,1091,599,2763,1170,731,970
Spis1163,3615,1189,8175,4411,2178,2860
Spis1164,342,246,1175,384,297,402
Spis1165,765,473,2136,848,521,770
Spis1166,603,338,1309,755,397,477
Spis1167,1385,733,3787,1494,1008,1223
Spis1168.t1,61,37,176,67,49,57
Spis1169,1011,508,2426,1384,791,824
Spis1170,803,441,1756,1074,576,599
Spis1171,148,86,367,219,103,148
Spis1172,1228,658,3083,1454,835,1033
Spis1173,1295,704,3365,1241,757,1025
Spis1174,1001,560,2700,1147,624,1038
Spis1175,3302,1681,6099,3727,2072,2431
Spis1176,2490,1088,5276,2533,1487,1814
Spis1177,948,478,3478,794,590,1216
Spis1178,856,427,2052,943,537,764
Spis1179,184,112,403,194,123,157
Spis1180,253,152,546,299,227,201
Spis1181,379,148,695,388,215,211
Spis1182,691,307,1693,865,493,667
Spis1183,896,323,1829,972,396,634
Spis1184.t1,210,119,422,345,187,149
Spis1185,1428,738,3818,1488,917,1313
Spis1186,3828,1678,8255,3712,2229,3018
Spis1187,1691,627,2737,1468,998,939
Spis1188,1419,685,3970,1503,858,1237
Spis1189,3658,1908,6717,4092,2291,2416
Spis1190,6001,3723,17110,3172,1743,2427
Spis1191,2451,1241,5701,2981,1767,1975
Spis1192,400,264,832,502,318,333
Spis1193,1412,830,3583,1489,907,1476
Spis1194,443,305,1269,579,292,485
Spis1195,874,504,2113,858,561,771
Spis1196,1520,970,3506,1479,1150,1126
Spis1197,627,339,1597,777,403,538
Spis1198,22,18,65,57,32,34
Spis1199,3915,1732,10973,3147,1901,3365
Spis1200,1209,778,2858,1159,945,1250
Spis1201,551,291,1785,673,384,541
Spis1202,2450,1283,6394,3029,1820,2295
Spis1203,763,405,2029,1019,557,712
Spis1204,469,295,1446,583,432,497
Spis1205,584,351,1637,740,466,749
Spis1206,2060,1141,5566,2169,1422,1962
Spis1207,2371,1106,5516,1097,720,1161
Spis1208,2927,1601,6170,2486,1880,2532
Spis1209,1125,504,2020,1294,806,772
Spis1210,17525,18370,38284,15110,19816,28141
Spis1211,430,233,1049,467,297,368
Spis1212,3637,1767,7080,3066,2078,3930
Spis1213,678,307,1681,671,433,592
Spis1214,1016,627,2793,1029,754,1426
Spis1215,248,130,475,243,131,180
Spis1216,1038,466,3030,1147,735,1020
Spis1217,593,326,1523,729,458,643
Spis1218,470,247,1214,625,355,456
Spis1219.t1,103,65,324,171,107,154
Spis1220,1728,800,3899,2024,1176,1310
Spis1221,523,233,970,582,333,427
Spis1222.t1,155,121,488,179,104,165
Spis1223,2233,1128,5158,1913,1089,1721
Spis1224,103,92,224,135,111,81
Spis1225.t1,110,41,336,150,89,148
